Datetime,Consumption,Region,Year,Month,Day,Hour,Weekday,Weekend,Peak_Hour
2015-01-01 23:00:00,8848.51,DOM,2015,1,1,23,Thursday,False,False
2015-01-02 00:00:00,2929.95,DAYTON,2015,1,2,0,Friday,False,False
2015-01-02 01:00:00,16480.34,AEP,2015,1,2,1,Friday,False,False
2015-01-02 01:00:00,7755.45,PJMW,2015,1,2,1,Friday,False,False
2015-01-02 02:00:00,3032.95,NI,2015,1,2,2,Friday,False,False
2015-01-02 03:00:00,1621.03,EKPC,2015,1,2,3,Friday,False,False
2015-01-02 04:00:00,6686.62,DOM,2015,1,2,4,Friday,False,False
2015-01-02 05:00:00,2438.82,DAYTON,2015,1,2,5,Friday,False,False
2015-01-02 06:00:00,15790.39,AEP,2015,1,2,6,Friday,False,False
2015-01-02 06:00:00,7430.77,PJMW,2015,1,2,6,Friday,False,False
2015-01-02 07:00:00,3905.66,NI,2015,1,2,7,Friday,False,False
2015-01-02 08:00:00,2249.69,EKPC,2015,1,2,8,Friday,False,False
2015-01-02 09:00:00,10015.83,DOM,2015,1,2,9,Friday,False,False
2015-01-02 10:00:00,3484.37,DAYTON,2015,1,2,10,Friday,False,False
2015-01-02 11:00:00,17932.29,AEP,2015,1,2,11,Friday,False,False
2015-01-02 11:00:00,8438.72,PJMW,2015,1,2,11,Friday,False,False
2015-01-02 12:00:00,3732.98,NI,2015,1,2,12,Friday,False,False
2015-01-02 13:00:00,1971.59,EKPC,2015,1,2,13,Friday,False,False
2015-01-02 14:00:00,9178.87,DOM,2015,1,2,14,Friday,False,False
2015-01-02 15:00:00,3316.52,DAYTON,2015,1,2,15,Friday,False,False
2015-01-02 16:00:00,19905.92,AEP,2015,1,2,16,Friday,False,False
2015-01-02 16:00:00,9367.49,PJMW,2015,1,2,16,Friday,False,False
2015-01-02 17:00:00,4167.67,NI,2015,1,2,17,Friday,False,True
2015-01-02 18:00:00,2391.69,EKPC,2015,1,2,18,Friday,False,True
2015-01-02 19:00:00,10565.31,DOM,2015,1,2,19,Friday,False,True
2015-01-02 20:00:00,3283.3,DAYTON,2015,1,2,20,Friday,False,True
2015-01-02 21:00:00,18252.1,AEP,2015,1,2,21,Friday,False,True
2015-01-02 21:00:00,8589.22,PJMW,2015,1,2,21,Friday,False,True
2015-01-02 22:00:00,3643.57,NI,2015,1,2,22,Friday,False,False
2015-01-02 23:00:00,2119.28,EKPC,2015,1,2,23,Friday,False,False
2015-01-03 00:00:00,7944.55,DOM,2015,1,3,0,Saturday,True,False
2015-01-03 01:00:00,2415.9,DAYTON,2015,1,3,1,Saturday,True,False
2015-01-03 02:00:00,13557.9,AEP,2015,1,3,2,Saturday,True,False
2015-01-03 02:00:00,6380.19,PJMW,2015,1,3,2,Saturday,True,False
2015-01-03 03:00:00,2440.05,NI,2015,1,3,3,Saturday,True,False
2015-01-03 04:00:00,1304.56,EKPC,2015,1,3,4,Saturday,True,False
2015-01-03 05:00:00,6614.51,DOM,2015,1,3,5,Saturday,True,False
2015-01-03 06:00:00,2574.47,DAYTON,2015,1,3,6,Saturday,True,False
2015-01-03 07:00:00,16256.94,AEP,2015,1,3,7,Saturday,True,False
2015-01-03 07:00:00,7650.32,PJMW,2015,1,3,7,Saturday,True,False
2015-01-03 08:00:00,3378.66,NI,2015,1,3,8,Saturday,True,False
2015-01-03 09:00:00,2004.07,EKPC,2015,1,3,9,Saturday,True,False
2015-01-03 10:00:00,9066.42,DOM,2015,1,3,10,Saturday,True,False
2015-01-03 11:00:00,2975.25,DAYTON,2015,1,3,11,Saturday,True,False
2015-01-03 12:00:00,15628.53,AEP,2015,1,3,12,Saturday,True,False
2015-01-03 12:00:00,7354.6,PJMW,2015,1,3,12,Saturday,True,False
2015-01-03 13:00:00,3207.92,NI,2015,1,3,13,Saturday,True,False
2015-01-03 14:00:00,1807.42,EKPC,2015,1,3,14,Saturday,True,False
2015-01-03 15:00:00,8391.85,DOM,2015,1,3,15,Saturday,True,False
2015-01-03 16:00:00,3097.99,DAYTON,2015,1,3,16,Saturday,True,False
2015-01-03 17:00:00,18443.8,AEP,2015,1,3,17,Saturday,True,True
2015-01-03 17:00:00,8679.44,PJMW,2015,1,3,17,Saturday,True,True
2015-01-03 18:00:00,3688.03,NI,2015,1,3,18,Saturday,True,True
2015-01-03 19:00:00,2147.71,EKPC,2015,1,3,19,Saturday,True,True
2015-01-03 20:00:00,9168.62,DOM,2015,1,3,20,Saturday,True,True
2015-01-03 21:00:00,2840.94,DAYTON,2015,1,3,21,Saturday,True,True
2015-01-03 22:00:00,15963.1,AEP,2015,1,3,22,Saturday,True,False
2015-01-03 22:00:00,7512.05,PJMW,2015,1,3,22,Saturday,True,False
2015-01-03 23:00:00,3309.33,NI,2015,1,3,23,Saturday,True,False
2015-01-04 00:00:00,1745.56,EKPC,2015,1,4,0,Sunday,True,False
2015-01-04 01:00:00,8011.63,DOM,2015,1,4,1,Sunday,True,False
2015-01-04 02:00:00,2183.31,DAYTON,2015,1,4,2,Sunday,True,False
2015-01-04 03:00:00,12285.81,AEP,2015,1,4,3,Sunday,True,False
2015-01-04 03:00:00,5781.56,PJMW,2015,1,4,3,Sunday,True,False
2015-01-04 04:00:00,2336.38,NI,2015,1,4,4,Sunday,True,False
2015-01-04 05:00:00,1430.46,EKPC,2015,1,4,5,Sunday,True,False
2015-01-04 06:00:00,7512.32,DOM,2015,1,4,6,Sunday,True,False
2015-01-04 07:00:00,2624.48,DAYTON,2015,1,4,7,Sunday,True,False
2015-01-04 08:00:00,16723.55,AEP,2015,1,4,8,Sunday,True,False
2015-01-04 08:00:00,7869.91,PJMW,2015,1,4,8,Sunday,True,False
2015-01-04 09:00:00,3577.89,NI,2015,1,4,9,Sunday,True,False
2015-01-04 10:00:00,2083.38,EKPC,2015,1,4,10,Sunday,True,False
2015-01-04 11:00:00,8537.12,DOM,2015,1,4,11,Sunday,True,False
2015-01-04 12:00:00,2730.33,DAYTON,2015,1,4,12,Sunday,True,False
2015-01-04 13:00:00,15432.76,AEP,2015,1,4,13,Sunday,True,False
2015-01-04 13:00:00,7262.48,PJMW,2015,1,4,13,Sunday,True,False
2015-01-04 14:00:00,3361.41,NI,2015,1,4,14,Sunday,True,False
2015-01-04 15:00:00,1953.35,EKPC,2015,1,4,15,Sunday,True,False
2015-01-04 16:00:00,8928.63,DOM,2015,1,4,16,Sunday,True,False
2015-01-04 17:00:00,3175.7,DAYTON,2015,1,4,17,Sunday,True,True
2015-01-04 18:00:00,18004.37,AEP,2015,1,4,18,Sunday,True,True
2015-01-04 18:00:00,8472.65,PJMW,2015,1,4,18,Sunday,True,True
2015-01-04 19:00:00,3754.67,NI,2015,1,4,19,Sunday,True,True
2015-01-04 20:00:00,1973.15,EKPC,2015,1,4,20,Sunday,True,True
2015-01-04 21:00:00,8605.58,DOM,2015,1,4,21,Sunday,True,True
2015-01-04 22:00:00,2754.02,DAYTON,2015,1,4,22,Sunday,True,False
2015-01-04 23:00:00,14690.32,AEP,2015,1,4,23,Sunday,True,False
2015-01-04 23:00:00,6913.09,PJMW,2015,1,4,23,Sunday,True,False
2015-01-05 00:00:00,3505.9,NI,2015,1,5,0,Monday,False,False
2015-01-05 01:00:00,1947.57,EKPC,2015,1,5,1,Monday,False,False
2015-01-05 02:00:00,8079.19,DOM,2015,1,5,2,Monday,False,False
2015-01-05 03:00:00,2387.52,DAYTON,2015,1,5,3,Monday,False,False
2015-01-05 04:00:00,12315.9,AEP,2015,1,5,4,Monday,False,False
2015-01-05 04:00:00,5795.72,PJMW,2015,1,5,4,Monday,False,False
2015-01-05 05:00:00,2834.18,NI,2015,1,5,5,Monday,False,False
2015-01-05 06:00:00,1872.39,EKPC,2015,1,5,6,Monday,False,False
2015-01-05 07:00:00,9285.43,DOM,2015,1,5,7,Monday,False,False
2015-01-05 08:00:00,3359.57,DAYTON,2015,1,5,8,Monday,False,False
2015-01-05 09:00:00,19775.62,AEP,2015,1,5,9,Monday,False,False
2015-01-05 09:00:00,9306.18,PJMW,2015,1,5,9,Monday,False,False
2015-01-05 10:00:00,4191.69,NI,2015,1,5,10,Monday,False,False
2015-01-05 11:00:00,2201.36,EKPC,2015,1,5,11,Monday,False,False
2015-01-05 12:00:00,9613.03,DOM,2015,1,5,12,Monday,False,False
2015-01-05 13:00:00,3135.08,DAYTON,2015,1,5,13,Monday,False,False
2015-01-05 14:00:00,17017.93,AEP,2015,1,5,14,Monday,False,False
2015-01-05 14:00:00,8008.44,PJMW,2015,1,5,14,Monday,False,False
2015-01-05 15:00:00,3843.5,NI,2015,1,5,15,Monday,False,False
2015-01-05 16:00:00,2295.26,EKPC,2015,1,5,16,Monday,False,False
2015-01-05 17:00:00,11449.96,DOM,2015,1,5,17,Monday,False,True
2015-01-05 18:00:00,3579.24,DAYTON,2015,1,5,18,Monday,False,True
2015-01-05 19:00:00,20320.79,AEP,2015,1,5,19,Monday,False,True
2015-01-05 19:00:00,9562.72,PJMW,2015,1,5,19,Monday,False,True
2015-01-05 20:00:00,4004.13,NI,2015,1,5,20,Monday,False,True
2015-01-05 21:00:00,2117.75,EKPC,2015,1,5,21,Monday,False,True
2015-01-05 22:00:00,9826.19,DOM,2015,1,5,22,Monday,False,False
2015-01-05 23:00:00,3150.71,DAYTON,2015,1,5,23,Monday,False,False
2015-01-06 00:00:00,17279.25,AEP,2015,1,6,0,Tuesday,False,False
2015-01-06 00:00:00,8131.41,PJMW,2015,1,6,0,Tuesday,False,False
2015-01-06 01:00:00,3289.5,NI,2015,1,6,1,Tuesday,False,False
2015-01-06 02:00:00,1870.64,EKPC,2015,1,6,2,Tuesday,False,False
2015-01-06 03:00:00,6909.98,DOM,2015,1,6,3,Tuesday,False,False
2015-01-06 04:00:00,2309.73,DAYTON,2015,1,6,4,Tuesday,False,False
2015-01-06 05:00:00,14858.15,AEP,2015,1,6,5,Tuesday,False,False
2015-01-06 05:00:00,6992.07,PJMW,2015,1,6,5,Tuesday,False,False
2015-01-06 06:00:00,3212.34,NI,2015,1,6,6,Tuesday,False,False
2015-01-06 07:00:00,2078.4,EKPC,2015,1,6,7,Tuesday,False,False
2015-01-06 08:00:00,10157.98,DOM,2015,1,6,8,Tuesday,False,False
2015-01-06 09:00:00,3395.94,DAYTON,2015,1,6,9,Tuesday,False,False
2015-01-06 10:00:00,18372.86,AEP,2015,1,6,10,Tuesday,False,False
2015-01-06 10:00:00,8646.05,PJMW,2015,1,6,10,Tuesday,False,False
2015-01-06 11:00:00,3840.18,NI,2015,1,6,11,Tuesday,False,False
2015-01-06 12:00:00,2052.29,EKPC,2015,1,6,12,Tuesday,False,False
2015-01-06 13:00:00,9560.23,DOM,2015,1,6,13,Tuesday,False,False
2015-01-06 14:00:00,3098.7,DAYTON,2015,1,6,14,Tuesday,False,False
2015-01-06 15:00:00,19552.02,AEP,2015,1,6,15,Tuesday,False,False
2015-01-06 15:00:00,9200.95,PJMW,2015,1,6,15,Tuesday,False,False
2015-01-06 16:00:00,3915.24,NI,2015,1,6,16,Tuesday,False,False
2015-01-06 17:00:00,2346.45,EKPC,2015,1,6,17,Tuesday,False,True
2015-01-06 18:00:00,11063.63,DOM,2015,1,6,18,Tuesday,False,True
2015-01-06 19:00:00,3422.64,DAYTON,2015,1,6,19,Tuesday,False,True
2015-01-06 20:00:00,19601.76,AEP,2015,1,6,20,Tuesday,False,True
2015-01-06 20:00:00,9224.36,PJMW,2015,1,6,20,Tuesday,False,True
2015-01-06 21:00:00,3991.34,NI,2015,1,6,21,Tuesday,False,True
2015-01-06 22:00:00,2009.4,EKPC,2015,1,6,22,Tuesday,False,False
2015-01-06 23:00:00,9294.8,DOM,2015,1,6,23,Tuesday,False,False
2015-01-07 00:00:00,3001.82,DAYTON,2015,1,7,0,Wednesday,False,False
2015-01-07 01:00:00,16810.94,AEP,2015,1,7,1,Wednesday,False,False
2015-01-07 01:00:00,7911.03,PJMW,2015,1,7,1,Wednesday,False,False
2015-01-07 02:00:00,3024.85,NI,2015,1,7,2,Wednesday,False,False
2015-01-07 03:00:00,1539.46,EKPC,2015,1,7,3,Wednesday,False,False
2015-01-07 04:00:00,6915.94,DOM,2015,1,7,4,Wednesday,False,False
2015-01-07 05:00:00,2482.27,DAYTON,2015,1,7,5,Wednesday,False,False
2015-01-07 06:00:00,16201.51,AEP,2015,1,7,6,Wednesday,False,False
2015-01-07 06:00:00,7624.24,PJMW,2015,1,7,6,Wednesday,False,False
2015-01-07 07:00:00,3738.51,NI,2015,1,7,7,Wednesday,False,False
2015-01-07 08:00:00,2204.69,EKPC,2015,1,7,8,Wednesday,False,False
2015-01-07 09:00:00,10416.14,DOM,2015,1,7,9,Wednesday,False,False
2015-01-07 10:00:00,3430.36,DAYTON,2015,1,7,10,Wednesday,False,False
2015-01-07 11:00:00,18215.12,AEP,2015,1,7,11,Wednesday,False,False
2015-01-07 11:00:00,8571.82,PJMW,2015,1,7,11,Wednesday,False,False
2015-01-07 12:00:00,3917.38,NI,2015,1,7,12,Wednesday,False,False
2015-01-07 13:00:00,2124.51,EKPC,2015,1,7,13,Wednesday,False,False
2015-01-07 14:00:00,9218.12,DOM,2015,1,7,14,Wednesday,False,False
2015-01-07 15:00:00,3361.99,DAYTON,2015,1,7,15,Wednesday,False,False
2015-01-07 16:00:00,18905.04,AEP,2015,1,7,16,Wednesday,False,False
2015-01-07 16:00:00,8896.49,PJMW,2015,1,7,16,Wednesday,False,False
2015-01-07 17:00:00,4244.26,NI,2015,1,7,17,Wednesday,False,True
2015-01-07 18:00:00,2483.43,EKPC,2015,1,7,18,Wednesday,False,True
2015-01-07 19:00:00,10399.12,DOM,2015,1,7,19,Wednesday,False,True
2015-01-07 20:00:00,3534.99,DAYTON,2015,1,7,20,Wednesday,False,True
2015-01-07 21:00:00,18885.97,AEP,2015,1,7,21,Wednesday,False,True
2015-01-07 21:00:00,8887.52,PJMW,2015,1,7,21,Wednesday,False,True
2015-01-07 22:00:00,3785.74,NI,2015,1,7,22,Wednesday,False,False
2015-01-07 23:00:00,2171.02,EKPC,2015,1,7,23,Wednesday,False,False
2015-01-08 00:00:00,8870.0,DOM,2015,1,8,0,Thursday,False,False
2015-01-08 01:00:00,2833.1,DAYTON,2015,1,8,1,Thursday,False,False
2015-01-08 02:00:00,14851.18,AEP,2015,1,8,2,Thursday,False,False
2015-01-08 02:00:00,6988.79,PJMW,2015,1,8,2,Thursday,False,False
2015-01-08 03:00:00,2736.53,NI,2015,1,8,3,Thursday,False,False
2015-01-08 04:00:00,1509.68,EKPC,2015,1,8,4,Thursday,False,False
2015-01-08 05:00:00,7456.59,DOM,2015,1,8,5,Thursday,False,False
2015-01-08 06:00:00,2861.32,DAYTON,2015,1,8,6,Thursday,False,False
2015-01-08 07:00:00,18417.67,AEP,2015,1,8,7,Thursday,False,False
2015-01-08 07:00:00,8667.14,PJMW,2015,1,8,7,Thursday,False,False
2015-01-08 08:00:00,3940.09,NI,2015,1,8,8,Thursday,False,False
2015-01-08 09:00:00,2398.92,EKPC,2015,1,8,9,Thursday,False,False
2015-01-08 10:00:00,10120.38,DOM,2015,1,8,10,Thursday,False,False
2015-01-08 11:00:00,3552.89,DAYTON,2015,1,8,11,Thursday,False,False
2015-01-08 12:00:00,18356.93,AEP,2015,1,8,12,Thursday,False,False
2015-01-08 12:00:00,8638.56,PJMW,2015,1,8,12,Thursday,False,False
2015-01-08 13:00:00,3571.52,NI,2015,1,8,13,Thursday,False,False
2015-01-08 14:00:00,2056.15,EKPC,2015,1,8,14,Thursday,False,False
2015-01-08 15:00:00,10034.32,DOM,2015,1,8,15,Thursday,False,False
2015-01-08 16:00:00,3413.63,DAYTON,2015,1,8,16,Thursday,False,False
2015-01-08 17:00:00,20570.84,AEP,2015,1,8,17,Thursday,False,True
2015-01-08 17:00:00,9680.39,PJMW,2015,1,8,17,Thursday,False,True
2015-01-08 18:00:00,4259.65,NI,2015,1,8,18,Thursday,False,True
2015-01-08 19:00:00,2364.07,EKPC,2015,1,8,19,Thursday,False,True
2015-01-08 20:00:00,10045.23,DOM,2015,1,8,20,Thursday,False,True
2015-01-08 21:00:00,3142.44,DAYTON,2015,1,8,21,Thursday,False,True
2015-01-08 22:00:00,17704.94,AEP,2015,1,8,22,Thursday,False,False
2015-01-08 22:00:00,8331.74,PJMW,2015,1,8,22,Thursday,False,False
2015-01-08 23:00:00,3687.09,NI,2015,1,8,23,Thursday,False,False
2015-01-09 00:00:00,1998.48,EKPC,2015,1,9,0,Friday,False,False
2015-01-09 01:00:00,8370.96,DOM,2015,1,9,1,Friday,False,False
2015-01-09 02:00:00,2706.64,DAYTON,2015,1,9,2,Friday,False,False
2015-01-09 03:00:00,13782.69,AEP,2015,1,9,3,Friday,False,False
2015-01-09 03:00:00,6485.97,PJMW,2015,1,9,3,Friday,False,False
2015-01-09 04:00:00,2577.85,NI,2015,1,9,4,Friday,False,False
2015-01-09 05:00:00,1647.8,EKPC,2015,1,9,5,Friday,False,False
2015-01-09 06:00:00,8528.16,DOM,2015,1,9,6,Friday,False,False
2015-01-09 07:00:00,3062.73,DAYTON,2015,1,9,7,Friday,False,False
2015-01-09 08:00:00,19335.44,AEP,2015,1,9,8,Friday,False,False
2015-01-09 08:00:00,9099.03,PJMW,2015,1,9,8,Friday,False,False
2015-01-09 09:00:00,4090.37,NI,2015,1,9,9,Friday,False,False
2015-01-09 10:00:00,2340.63,EKPC,2015,1,9,10,Friday,False,False
2015-01-09 11:00:00,10166.03,DOM,2015,1,9,11,Friday,False,False
2015-01-09 12:00:00,3048.35,DAYTON,2015,1,9,12,Friday,False,False
2015-01-09 13:00:00,17304.3,AEP,2015,1,9,13,Friday,False,False
2015-01-09 13:00:00,8143.2,PJMW,2015,1,9,13,Friday,False,False
2015-01-09 14:00:00,3775.14,NI,2015,1,9,14,Friday,False,False
2015-01-09 15:00:00,2231.91,EKPC,2015,1,9,15,Friday,False,False
2015-01-09 16:00:00,10469.33,DOM,2015,1,9,16,Friday,False,False
2015-01-09 17:00:00,3964.8,DAYTON,2015,1,9,17,Friday,False,True
2015-01-09 18:00:00,20749.49,AEP,2015,1,9,18,Friday,False,True
2015-01-09 18:00:00,9764.47,PJMW,2015,1,9,18,Friday,False,True
2015-01-09 19:00:00,4287.43,NI,2015,1,9,19,Friday,False,True
2015-01-09 20:00:00,2356.01,EKPC,2015,1,9,20,Friday,False,True
2015-01-09 21:00:00,10069.15,DOM,2015,1,9,21,Friday,False,True
2015-01-09 22:00:00,3136.87,DAYTON,2015,1,9,22,Friday,False,False
2015-01-09 23:00:00,17857.69,AEP,2015,1,9,23,Friday,False,False
2015-01-09 23:00:00,8403.62,PJMW,2015,1,9,23,Friday,False,False
2015-01-10 00:00:00,2987.12,NI,2015,1,10,0,Saturday,True,False
2015-01-10 01:00:00,1688.46,EKPC,2015,1,10,1,Saturday,True,False
2015-01-10 02:00:00,7005.09,DOM,2015,1,10,2,Saturday,True,False
2015-01-10 03:00:00,2121.11,DAYTON,2015,1,10,3,Saturday,True,False
2015-01-10 04:00:00,12104.56,AEP,2015,1,10,4,Saturday,True,False
2015-01-10 04:00:00,5696.26,PJMW,2015,1,10,4,Saturday,True,False
2015-01-10 05:00:00,2384.46,NI,2015,1,10,5,Saturday,True,False
2015-01-10 06:00:00,1699.1,EKPC,2015,1,10,6,Saturday,True,False
2015-01-10 07:00:00,7967.61,DOM,2015,1,10,7,Saturday,True,False
2015-01-10 08:00:00,2928.73,DAYTON,2015,1,10,8,Saturday,True,False
2015-01-10 09:00:00,17755.84,AEP,2015,1,10,9,Saturday,True,False
2015-01-10 09:00:00,8355.69,PJMW,2015,1,10,9,Saturday,True,False
2015-01-10 10:00:00,3497.87,NI,2015,1,10,10,Saturday,True,False
2015-01-10 11:00:00,1864.79,EKPC,2015,1,10,11,Saturday,True,False
2015-01-10 12:00:00,8214.46,DOM,2015,1,10,12,Saturday,True,False
2015-01-10 13:00:00,2821.42,DAYTON,2015,1,10,13,Saturday,True,False
2015-01-10 14:00:00,15542.31,AEP,2015,1,10,14,Saturday,True,False
2015-01-10 14:00:00,7314.03,PJMW,2015,1,10,14,Saturday,True,False
2015-01-10 15:00:00,3406.95,NI,2015,1,10,15,Saturday,True,False
2015-01-10 16:00:00,2018.94,EKPC,2015,1,10,16,Saturday,True,False
2015-01-10 17:00:00,9199.2,DOM,2015,1,10,17,Saturday,True,True
2015-01-10 18:00:00,3371.78,DAYTON,2015,1,10,18,Saturday,True,True
2015-01-10 19:00:00,18059.0,AEP,2015,1,10,19,Saturday,True,True
2015-01-10 19:00:00,8498.35,PJMW,2015,1,10,19,Saturday,True,True
2015-01-10 20:00:00,3313.01,NI,2015,1,10,20,Saturday,True,True
2015-01-10 21:00:00,1942.14,EKPC,2015,1,10,21,Saturday,True,True
2015-01-10 22:00:00,8194.43,DOM,2015,1,10,22,Saturday,True,False
2015-01-10 23:00:00,2780.8,DAYTON,2015,1,10,23,Saturday,True,False
2015-01-11 00:00:00,14500.11,AEP,2015,1,11,0,Sunday,True,False
2015-01-11 00:00:00,6823.58,PJMW,2015,1,11,0,Sunday,True,False
2015-01-11 01:00:00,2965.7,NI,2015,1,11,1,Sunday,True,False
2015-01-11 02:00:00,1603.62,EKPC,2015,1,11,2,Sunday,True,False
2015-01-11 03:00:00,6512.61,DOM,2015,1,11,3,Sunday,True,False
2015-01-11 04:00:00,1925.47,DAYTON,2015,1,11,4,Sunday,True,False
2015-01-11 05:00:00,12145.82,AEP,2015,1,11,5,Sunday,True,False
2015-01-11 05:00:00,5715.68,PJMW,2015,1,11,5,Sunday,True,False
2015-01-11 06:00:00,2871.93,NI,2015,1,11,6,Sunday,True,False
2015-01-11 07:00:00,3648.26,EKPC,2015,1,11,7,Sunday,True,False
2015-01-11 08:00:00,9384.41,DOM,2015,1,11,8,Sunday,True,False
2015-01-11 09:00:00,3071.12,DAYTON,2015,1,11,9,Sunday,True,False
2015-01-11 10:00:00,16315.53,AEP,2015,1,11,10,Sunday,True,False
2015-01-11 10:00:00,7677.89,PJMW,2015,1,11,10,Sunday,True,False
2015-01-11 11:00:00,3465.29,NI,2015,1,11,11,Sunday,True,False
2015-01-11 12:00:00,1984.23,EKPC,2015,1,11,12,Sunday,True,False
2015-01-11 13:00:00,8552.08,DOM,2015,1,11,13,Sunday,True,False
2015-01-11 14:00:00,2676.38,DAYTON,2015,1,11,14,Sunday,True,False
2015-01-11 15:00:00,16202.45,AEP,2015,1,11,15,Sunday,True,False
2015-01-11 15:00:00,7624.68,PJMW,2015,1,11,15,Sunday,True,False
2015-01-11 16:00:00,3662.42,NI,2015,1,11,16,Sunday,True,False
2015-01-11 17:00:00,2040.76,EKPC,2015,1,11,17,Sunday,True,True
2015-01-11 18:00:00,9630.59,DOM,2015,1,11,18,Sunday,True,True
2015-01-11 19:00:00,3200.08,DAYTON,2015,1,11,19,Sunday,True,True
2015-01-11 20:00:00,16656.22,AEP,2015,1,11,20,Sunday,True,True
2015-01-11 20:00:00,7838.22,PJMW,2015,1,11,20,Sunday,True,True
2015-01-11 21:00:00,3373.8,NI,2015,1,11,21,Sunday,True,True
2015-01-11 22:00:00,1677.21,EKPC,2015,1,11,22,Sunday,True,False
2015-01-11 23:00:00,7884.39,DOM,2015,1,11,23,Sunday,True,False
2015-01-12 00:00:00,2956.02,DAYTON,2015,1,12,0,Monday,False,False
2015-01-12 01:00:00,15810.81,AEP,2015,1,12,1,Monday,False,False
2015-01-12 01:00:00,7440.38,PJMW,2015,1,12,1,Monday,False,False
2015-01-12 02:00:00,3295.27,NI,2015,1,12,2,Monday,False,False
2015-01-12 03:00:00,1534.19,EKPC,2015,1,12,3,Monday,False,False
2015-01-12 04:00:00,6719.42,DOM,2015,1,12,4,Monday,False,False
2015-01-12 05:00:00,2470.0,DAYTON,2015,1,12,5,Monday,False,False
2015-01-12 06:00:00,16775.97,AEP,2015,1,12,6,Monday,False,False
2015-01-12 06:00:00,7894.57,PJMW,2015,1,12,6,Monday,False,False
2015-01-12 07:00:00,3540.67,NI,2015,1,12,7,Monday,False,False
2015-01-12 08:00:00,2329.14,EKPC,2015,1,12,8,Monday,False,False
2015-01-12 09:00:00,10347.24,DOM,2015,1,12,9,Monday,False,False
2015-01-12 10:00:00,3300.33,DAYTON,2015,1,12,10,Monday,False,False
2015-01-12 11:00:00,18872.08,AEP,2015,1,12,11,Monday,False,False
2015-01-12 11:00:00,8880.98,PJMW,2015,1,12,11,Monday,False,False
2015-01-12 12:00:00,3731.89,NI,2015,1,12,12,Monday,False,False
2015-01-12 13:00:00,2057.02,EKPC,2015,1,12,13,Monday,False,False
2015-01-12 14:00:00,9579.8,DOM,2015,1,12,14,Monday,False,False
2015-01-12 15:00:00,3258.94,DAYTON,2015,1,12,15,Monday,False,False
2015-01-12 16:00:00,19540.81,AEP,2015,1,12,16,Monday,False,False
2015-01-12 16:00:00,9195.67,PJMW,2015,1,12,16,Monday,False,False
2015-01-12 17:00:00,4228.72,NI,2015,1,12,17,Monday,False,True
2015-01-12 18:00:00,2514.21,EKPC,2015,1,12,18,Monday,False,True
2015-01-12 19:00:00,10265.7,DOM,2015,1,12,19,Monday,False,True
2015-01-12 20:00:00,3655.54,DAYTON,2015,1,12,20,Monday,False,True
2015-01-12 21:00:00,17562.47,AEP,2015,1,12,21,Monday,False,True
2015-01-12 21:00:00,8264.69,PJMW,2015,1,12,21,Monday,False,True
